2019-12-08T12:53:58.000Z, Login, User438, Device332
2019-12-08T12:59:53.000Z, Login, User267, Device751
2019-12-08T13:26:37.000Z, Login, User342, Device831
2019-12-08T14:13:13.000Z, Login, User361, Device706
2019-12-08T14:45:10.000Z, Logout, User342, Device831
2019-12-08T14:50:58.000Z, Login, User285, Device946
2019-12-08T14:51:28.000Z, Login, User325, Device886
2019-12-08T14:53:33.000Z, Login, User249, Device303
2019-12-08T16:01:14.000Z, Logout, User267, Device751
2019-12-08T17:44:07.000Z, Logout, User249, Device303
2019-12-08T18:06:47.000Z, Login, User153, Device189
2019-12-08T18:40:42.000Z, Logout, User153, Device189
2019-12-08T20:32:36.000Z, Logout, User438, Device332
2019-12-08T21:37:18.000Z, Logout, User361, Device706
2019-12-09T00:19:45.000Z, Logout, User285, Device946
2019-12-09T01:05:07.000Z, Login, User324, Device535
2019-12-09T01:42:12.000Z, Login, User176, Device90
2019-12-09T03:34:51.000Z, Logout, User325, Device886
2019-12-09T03:52:21.000Z, Logout, User324, Device535
2019-12-09T03:57:27.000Z, Login, User66, Device460
2019-12-09T05:04:34.000Z, Login, User305, Device908
2019-12-09T05:04:37.000Z, Logout, User305, Device908
2019-12-09T05:39:40.000Z, Logout, User66, Device460
2019-12-09T05:41:40.000Z, Logout, User176, Device90
2019-12-09T06:22:12.000Z, Login, User123, Device757
2019-12-09T06:45:24.000Z, Logout, User123, Device757
2019-12-09T07:01:11.000Z, Login, User273, Device856
2019-12-09T07:01:22.000Z, Login, User130, Device742
2019-12-09T07:01:36.000Z, Login, User16, Device764
2019-12-09T07:05:31.000Z, Login, User89, Device696
2019-12-09T07:07:20.000Z, Login, User57, Device14
2019-12-09T07:10:00.000Z, Login, User20, Device273
2019-12-09T07:11:01.000Z, Login, User355, Device589
2019-12-09T07:14:52.000Z, Login, User53, Device121
2019-12-09T07:14:53.000Z, Login, User287, Device451
2019-12-09T07:15:45.000Z, Login, User268, Device617
2019-12-09T07:15:59.000Z, Login, User455, Device748
2019-12-09T07:16:00.000Z, Login, User232, Device494
2019-12-09T07:17:43.000Z, Login, User183, Device11
2019-12-09T07:21:03.000Z, Login, User126, Device599
2019-12-09T07:21:38.000Z, Login, User144, Device940
2019-12-09T07:22:13.000Z, Login, User45, Device212
2019-12-09T07:24:19.000Z, Login, User78, Device527
2019-12-09T07:24:25.000Z, Login, User483, Device123
2019-12-09T07:25:35.000Z, Login, User316, Device265
2019-12-09T07:27:39.000Z, Logout, User130, Device742
2019-12-09T07:28:33.000Z, Login, User25, Device64
2019-12-09T07:29:25.000Z, Login, User212, Device166
2019-12-09T07:29:30.000Z, Login, User138, Device140
2019-12-09T07:30:05.000Z, Login, User279, Device489
2019-12-09T07:30:50.000Z, Login, User111, Device108
2019-12-09T07:31:15.000Z, Login, User418, Device713
2019-12-09T07:31:59.000Z, Login, User399, Device19
2019-12-09T07:32:35.000Z, Login, User105, Device46
2019-12-09T07:32:42.000Z, Login, User307, Device540
2019-12-09T07:34:25.000Z, Login, User30, Device135
2019-12-09T07:34:36.000Z, Login, User229, Device869
2019-12-09T07:34:47.000Z, Login, User133, Device581
2019-12-09T07:34:57.000Z, Login, User280, Device201
2019-12-09T07:35:25.000Z, Login, User201, Device895
2019-12-09T07:36:32.000Z, Login, User435, Device302
2019-12-09T07:36:35.000Z, Logout, User273, Device856
2019-12-09T07:37:06.000Z, Login, User172, Device511
2019-12-09T07:37:50.000Z, Login, User127, Device652
2019-12-09T07:38:17.000Z, Login, User136, Device146
2019-12-09T07:38:54.000Z, Login, User433, Device871
2019-12-09T07:39:17.000Z, Login, User157, Device806
2019-12-09T07:39:31.000Z, Login, User218, Device422
2019-12-09T07:39:40.000Z, Login, User412, Device7
2019-12-09T07:41:53.000Z, Login, User17, Device986
2019-12-09T07:42:32.000Z, Login, User409, Device712
2019-12-09T07:42:38.000Z, Login, User291, Device157
2019-12-09T07:42:42.000Z, Login, User23, Device815
2019-12-09T07:44:12.000Z, Login, User76, Device123
2019-12-09T07:45:19.000Z, Login, User416, Device324
2019-12-09T07:46:15.000Z, Login, User479, Device43
2019-12-09T07:46:53.000Z, Login, User301, Device367
2019-12-09T07:48:56.000Z, Login, User181, Device697
2019-12-09T07:49:59.000Z, Login, User423, Device684
2019-12-09T07:50:01.000Z, Login, User315, Device312
2019-12-09T07:51:24.000Z, Login, User427, Device981
2019-12-09T07:51:28.000Z, Login, User453, Device171
2019-12-09T07:51:44.000Z, Login, User405, Device130
2019-12-09T07:52:43.000Z, Login, User102, Device7
2019-12-09T07:52:45.000Z, Login, User467, Device692
2019-12-09T07:56:35.000Z, Login, User164, Device434
2019-12-09T07:56:35.000Z, Login, User462, Device903
2019-12-09T07:57:28.000Z, Login, User337, Device194
2019-12-09T07:57:36.000Z, Login, User317, Device313
2019-12-09T07:57:49.000Z, Login, User430, Device232
2019-12-09T07:58:17.000Z, Login, User288, Device317
2019-12-09T07:58:45.000Z, Login, User367, Device759
2019-12-09T07:59:09.000Z, Login, User325, Device886
2019-12-09T07:59:17.000Z, Login, User473, Device629
2019-12-09T08:00:08.000Z, Login, User448, Device7
2019-12-09T08:00:48.000Z, Login, User402, Device438
2019-12-09T08:00:53.000Z, Login, User259, Device439
2019-12-09T08:01:11.000Z, Login, User182, Device225
2019-12-09T08:01:30.000Z, Login, User407, Device341
2019-12-09T08:01:35.000Z, Login, User476, Device168
2019-12-09T08:02:03.000Z, Login, User446, Device454
2019-12-09T08:02:45.000Z, Login, User101, Device964
2019-12-09T08:02:55.000Z, Login, User475, Device207
2019-12-09T08:03:18.000Z, Login, User86, Device90
2019-12-09T08:03:57.000Z, Login, User158, Device698
2019-12-09T08:04:11.000Z, Login, User141, Device736
2019-12-09T08:04:12.000Z, Login, User219, Device508
2019-12-09T08:04:22.000Z, Login, User500, Device38
2019-12-09T08:04:41.000Z, Login, User464, Device242
2019-12-09T08:08:13.000Z, Login, User192, Device440
2019-12-09T08:10:06.000Z, Login, User456, Device923
2019-12-09T08:10:18.000Z, Login, User262, Device897
2019-12-09T08:10:59.000Z, Login, User284, Device90
2019-12-09T08:13:19.000Z, Login, User413, Device260
2019-12-09T08:13:28.000Z, Login, User481, Device674
2019-12-09T08:13:49.000Z, Login, User421, Device160
2019-12-09T08:14:00.000Z, Login, User396, Device982
2019-12-09T08:14:19.000Z, Login, User14, Device885
2019-12-09T08:15:55.000Z, Login, User148, Device829
2019-12-09T08:16:00.000Z, Login, User303, Device105
2019-12-09T08:16:02.000Z, Login, User426, Device270
2019-12-09T08:16:22.000Z, Login, User326, Device305
2019-12-09T08:17:15.000Z, Login, User390, Device845
2019-12-09T08:17:52.000Z, Login, User221, Device610
2019-12-09T08:18:58.000Z, Login, User437, Device221
2019-12-09T08:20:39.000Z, Login, User202, Device54
2019-12-09T08:20:41.000Z, Login, User216, Device713
2019-12-09T08:20:47.000Z, Login, User496, Device187
2019-12-09T08:20:56.000Z, Login, User31, Device108
2019-12-09T08:21:11.000Z, Login, User152, Device754
2019-12-09T08:21:12.000Z, Logout, User407, Device341
2019-12-09T08:21:26.000Z, Login, User282, Device506
2019-12-09T08:22:02.000Z, Login, User308, Device641
2019-12-09T08:22:55.000Z, Login, User28, Device555
2019-12-09T08:23:14.000Z, Login, User440, Device665
2019-12-09T08:23:38.000Z, Login, User314, Device742
2019-12-09T08:23:57.000Z, Login, User95, Device711
2019-12-09T08:24:39.000Z, Login, User443, Device197
2019-12-09T08:26:52.000Z, Login, User499, Device29
2019-12-09T08:26:53.000Z, Login, User62, Device280
2019-12-09T08:27:02.000Z, Login, User94, Device459
2019-12-09T08:27:11.000Z, Login, User320, Device111
2019-12-09T08:28:02.000Z, Login, User228, Device562
2019-12-09T08:28:11.000Z, Login, User128, Device908
2019-12-09T08:28:19.000Z, Login, User271, Device250
2019-12-09T08:28:36.000Z, Login, User66, Device460
2019-12-09T08:29:26.000Z, Login, User107, Device342
2019-12-09T08:29:29.000Z, Login, User240, Device717
2019-12-09T08:29:41.000Z, Login, User227, Device262
2019-12-09T08:30:02.000Z, Login, User145, Device837
2019-12-09T08:31:13.000Z, Login, User163, Device103
2019-12-09T08:31:23.000Z, Login, User26, Device653
2019-12-09T08:33:17.000Z, Login, User139, Device154
2019-12-09T08:33:19.000Z, Login, User225, Device890
2019-12-09T08:33:39.000Z, Login, User50, Device270
2019-12-09T08:33:55.000Z, Login, User46, Device142
2019-12-09T08:34:18.000Z, Login, User224, Device436
2019-12-09T08:34:45.000Z, Login, User70, Device935
2019-12-09T08:34:49.000Z, Login, User209, Device570
2019-12-09T08:34:51.000Z, Login, User47, Device374
2019-12-09T08:35:10.000Z, Login, User253, Device290
2019-12-09T08:37:20.000Z, Login, User404, Device211
2019-12-09T08:38:23.000Z, Login, User297, Device978
2019-12-09T08:39:20.000Z, Login, User22, Device267
2019-12-09T08:40:08.000Z, Login, User241, Device904
2019-12-09T08:40:26.000Z, Login, User135, Device34
2019-12-09T08:41:12.000Z, Login, User93, Device717
2019-12-09T08:42:03.000Z, Login, User289, Device517
2019-12-09T08:42:15.000Z, Login, User116, Device52
2019-12-09T08:43:03.000Z, Login, User132, Device350
2019-12-09T08:43:33.000Z, Login, User372, Device341
2019-12-09T08:43:57.000Z, Login, User238, Device369
2019-12-09T08:44:55.000Z, Login, User69, Device613
2019-12-09T08:47:24.000Z, Login, User73, Device342
2019-12-09T08:47:35.000Z, Login, User457, Device722
2019-12-09T08:49:34.000Z, Login, User117, Device713
2019-12-09T08:50:30.000Z, Login, User3, Device649
2019-12-09T08:50:38.000Z, Login, User244, Device677
2019-12-09T08:51:07.000Z, Login, User360, Device443
2019-12-09T08:51:24.000Z, Login, User214, Device113
2019-12-09T08:52:21.000Z, Logout, User446, Device454
2019-12-09T08:52:39.000Z, Login, User408, Device590
2019-12-09T08:53:50.000Z, Login, User203, Device375
2019-12-09T08:54:45.000Z, Login, User442, Device678
2019-12-09T08:55:14.000Z, Login, User436, Device353
2019-12-09T08:55:34.000Z, Login, User477, Device417
2019-12-09T08:56:25.000Z, Login, User205, Device548
2019-12-09T08:56:37.000Z, Logout, User57, Device14
2019-12-09T08:56:58.000Z, Login, User258, Device441
2019-12-09T08:56:59.000Z, Login, User495, Device119
2019-12-09T08:57:13.000Z, Login, User236, Device336
2019-12-09T08:57:17.000Z, Login, User197, Device298
2019-12-09T08:57:53.000Z, Login, User245, Device163
2019-12-09T08:58:57.000Z, Login, User305, Device908
2019-12-09T08:59:56.000Z, Login, User424, Device774
2019-12-09T09:00:08.000Z, Login, User110, Device65
2019-12-09T09:02:28.000Z, Login, User330, Device344
2019-12-09T09:02:46.000Z, Login, User207, Device6
2019-12-09T09:03:26.000Z, Login, User261, Device186
2019-12-09T09:03:58.000Z, Login, User49, Device108
2019-12-09T09:05:44.000Z, Login, User63, Device808
2019-12-09T09:06:53.000Z, Login, User169, Device147
2019-12-09T09:07:00.000Z, Login, User34, Device804
2019-12-09T09:07:38.000Z, Login, User487, Device651
2019-12-09T09:07:46.000Z, Login, User59, Device174
2019-12-09T09:07:46.000Z, Login, User198, Device642
2019-12-09T09:09:19.000Z, Login, User39, Device484
2019-12-09T09:09:21.000Z, Login, User18, Device496
2019-12-09T09:10:07.000Z, Login, User71, Device164
2019-12-09T09:11:17.000Z, Login, User401, Device878
2019-12-09T09:11:28.000Z, Login, User37, Device385
2019-12-09T09:12:16.000Z, Login, User147, Device650
2019-12-09T09:13:12.000Z, Login, User109, Device512
2019-12-09T09:13:48.000Z, Login, User100, Device868
2019-12-09T09:14:07.000Z, Login, User108, Device119
2019-12-09T09:15:28.000Z, Login, User431, Device10
2019-12-09T09:15:31.000Z, Login, User194, Device536
2019-12-09T09:16:38.000Z, Login, User450, Device477
2019-12-09T09:16:44.000Z, Login, User8, Device628
2019-12-09T09:16:58.000Z, Login, User177, Device797
2019-12-09T09:17:23.000Z, Login, User52, Device459
2019-12-09T09:18:03.000Z, Login, User130, Device766
2019-12-09T09:19:06.000Z, Login, User358, Device881
2019-12-09T09:19:38.000Z, Login, User463, Device85
2019-12-09T09:20:07.000Z, Login, User162, Device309
2019-12-09T09:20:37.000Z, Login, User445, Device875
2019-12-09T09:21:09.000Z, Login, User356, Device129
2019-12-09T09:23:42.000Z, Login, User274, Device211
2019-12-09T09:24:40.000Z, Login, User153, Device709
2019-12-09T09:24:51.000Z, Login, User459, Device213
2019-12-09T09:25:16.000Z, Login, User276, Device987
2019-12-09T09:25:27.000Z, Login, User266, Device722
2019-12-09T09:26:52.000Z, Login, User438, Device332
2019-12-09T09:26:56.000Z, Login, User64, Device428
2019-12-09T09:28:27.000Z, Login, User159, Device896
2019-12-09T09:29:48.000Z, Logout, User274, Device211
2019-12-09T09:31:00.000Z, Login, User54, Device177
2019-12-09T09:31:52.000Z, Login, User391, Device103
2019-12-09T09:32:20.000Z, Login, User380, Device147
2019-12-09T09:32:50.000Z, Login, User96, Device100
2019-12-09T09:33:32.000Z, Login, User65, Device64
2019-12-09T09:33:46.000Z, Login, User140, Device663
2019-12-09T09:34:50.000Z, Login, User359, Device734
2019-12-09T09:35:31.000Z, Login, User336, Device689
2019-12-09T09:36:48.000Z, Login, User58, Device816
2019-12-09T09:36:49.000Z, Login, User444, Device522
2019-12-09T09:38:47.000Z, Login, User389, Device988
2019-12-09T09:39:36.000Z, Login, User242, Device281
2019-12-09T09:40:49.000Z, Login, User368, Device843
2019-12-09T09:40:54.000Z, Login, User83, Device916
2019-12-09T09:41:17.000Z, Login, User410, Device342
2019-12-09T09:41:30.000Z, Login, User32, Device134
2019-12-09T09:41:30.000Z, Login, User208, Device260
2019-12-09T09:43:45.000Z, Login, User345, Device36
2019-12-09T09:43:46.000Z, Login, User338, Device685
2019-12-09T09:45:27.000Z, Login, User283, Device121
2019-12-09T09:46:39.000Z, Login, User210, Device287
2019-12-09T09:46:42.000Z, Login, User318, Device312
2019-12-09T09:47:21.000Z, Login, User292, Device402
2019-12-09T09:47:28.000Z, Login, User222, Device618
2019-12-09T09:50:35.000Z, Login, User278, Device53
2019-12-09T09:55:49.000Z, Login, User150, Device370
2019-12-09T09:56:04.000Z, Login, User341, Device427
2019-12-09T09:56:07.000Z, Login, User384, Device89
2019-12-09T09:56:25.000Z, Login, User406, Device935
2019-12-09T09:56:32.000Z, Login, User5, Device838
2019-12-09T09:57:26.000Z, Login, User461, Device493
2019-12-09T09:58:04.000Z, Login, User394, Device434
2019-12-09T10:04:55.000Z, Login, User346, Device286
2019-12-09T10:06:11.000Z, Login, User439, Device987
2019-12-09T10:06:35.000Z, Login, User381, Device493
2019-12-09T10:08:36.000Z, Login, User470, Device934
2019-12-09T10:09:53.000Z, Login, User250, Device298
2019-12-09T10:10:31.000Z, Login, User363, Device383
2019-12-09T10:12:11.000Z, Login, User466, Device700
2019-12-09T10:13:40.000Z, Login, User200, Device923
2019-12-09T10:14:42.000Z, Logout, User32, Device134
2019-12-09T10:15:41.000Z, Login, User231, Device153
2019-12-09T10:17:19.000Z, Login, User415, Device924
2019-12-09T10:17:57.000Z, Login, User371, Device370
2019-12-09T10:18:14.000Z, Login, User339, Device147
2019-12-09T10:18:17.000Z, Login, User365, Device753
2019-12-09T10:19:22.000Z, Login, User294, Device140
2019-12-09T10:19:45.000Z, Login, User344, Device247
2019-12-09T10:19:52.000Z, Login, User74, Device477
2019-12-09T10:20:25.000Z, Login, User215, Device135
2019-12-09T10:20:33.000Z, Login, User120, Device628
2019-12-09T10:22:03.000Z, Login, User400, Device590
2019-12-09T10:27:10.000Z, Login, User168, Device338
2019-12-09T10:27:35.000Z, Login, User165, Device949
2019-12-09T10:28:57.000Z, Login, User354, Device440
2019-12-09T10:28:59.000Z, Login, User24, Device688
2019-12-09T10:30:41.000Z, Login, User321, Device542
2019-12-09T10:30:43.000Z, Login, User492, Device17
2019-12-09T10:33:37.000Z, Login, User180, Device961
2019-12-09T10:35:41.000Z, Login, User98, Device238
2019-12-09T10:36:44.000Z, Logout, User479, Device43
2019-12-09T10:37:46.000Z, Login, User300, Device705
2019-12-09T10:38:20.000Z, Login, User217, Device605
2019-12-09T10:38:38.000Z, Login, User331, Device830
2019-12-09T10:39:16.000Z, Login, User249, Device303
2019-12-09T10:39:39.000Z, Login, User9, Device274
2019-12-09T10:40:18.000Z, Login, User195, Device866
2019-12-09T10:40:33.000Z, Login, User407, Device341
2019-12-09T10:41:21.000Z, Logout, User301, Device367
2019-12-09T10:41:29.000Z, Login, User35, Device712
2019-12-09T10:42:55.000Z, Login, User429, Device321
2019-12-09T10:43:33.000Z, Login, User488, Device275
2019-12-09T10:44:36.000Z, Login, User175, Device992
2019-12-09T10:44:46.000Z, Login, User151, Device994
2019-12-09T10:45:06.000Z, Login, User91, Device794
2019-12-09T10:45:17.000Z, Login, User75, Device273
2019-12-09T10:46:58.000Z, Login, User260, Device468
2019-12-09T10:47:01.000Z, Login, User60, Device557
2019-12-09T10:48:17.000Z, Login, User85, Device844
2019-12-09T10:48:51.000Z, Login, User154, Device570
2019-12-09T10:49:25.000Z, Login, User434, Device16
2019-12-09T10:50:57.000Z, Login, User171, Device539
2019-12-09T10:53:16.000Z, Login, User56, Device283
2019-12-09T10:55:59.000Z, Login, User57, Device14
2019-12-09T10:57:03.000Z, Login, User334, Device832
2019-12-09T10:58:37.000Z, Logout, User437, Device221
2019-12-09T10:58:58.000Z, Login, User103, Device595
2019-12-09T10:58:59.000Z, Login, User223, Device335
2019-12-09T10:59:54.000Z, Login, User263, Device897
2019-12-09T11:00:09.000Z, Login, User81, Device15
2019-12-09T11:01:06.000Z, Login, User387, Device105
2019-12-09T11:01:11.000Z, Login, User206, Device41
2019-12-09T11:01:16.000Z, Login, User114, Device337
2019-12-09T11:02:09.000Z, Login, User281, Device132
2019-12-09T11:03:02.000Z, Login, User328, Device362
2019-12-09T11:03:52.000Z, Login, User230, Device503
2019-12-09T11:06:56.000Z, Login, User395, Device522
2019-12-09T11:07:20.000Z, Logout, User229, Device869
2019-12-09T11:07:41.000Z, Logout, User177, Device797
2019-12-09T11:10:38.000Z, Login, User123, Device757
2019-12-09T11:15:03.000Z, Login, User302, Device356
2019-12-09T11:15:25.000Z, Login, User265, Device367
2019-12-09T11:16:03.000Z, Login, User156, Device788
2019-12-09T11:16:21.000Z, Login, User290, Device645
2019-12-09T11:16:33.000Z, Login, User233, Device427
2019-12-09T11:17:06.000Z, Login, User374, Device174
2019-12-09T11:17:37.000Z, Login, User295, Device989
2019-12-09T11:19:14.000Z, Login, User134, Device722
2019-12-09T11:20:15.000Z, Login, User274, Device211
2019-12-09T11:23:06.000Z, Login, User84, Device101
2019-12-09T11:24:01.000Z, Login, User376, Device950
2019-12-09T11:24:16.000Z, Login, User113, Device379
2019-12-09T11:24:18.000Z, Login, User32, Device333
2019-12-09T11:25:38.000Z, Login, User465, Device99
2019-12-09T11:26:17.000Z, Login, User482, Device523
2019-12-09T11:27:14.000Z, Login, User327, Device774
2019-12-09T11:27:15.000Z, Login, User393, Device613
2019-12-09T11:29:35.000Z, Login, User256, Device339
2019-12-09T11:32:27.000Z, Login, User21, Device249
2019-12-09T11:32:42.000Z, Login, User322, Device78
2019-12-09T11:35:26.000Z, Login, User178, Device869
2019-12-09T11:35:51.000Z, Login, User403, Device249
2019-12-09T11:35:53.000Z, Login, User124, Device525
2019-12-09T11:36:17.000Z, Login, User414, Device736
2019-12-09T11:36:45.000Z, Login, User248, Device789
2019-12-09T11:39:11.000Z, Login, User270, Device492
2019-12-09T11:40:18.000Z, Login, User335, Device188
2019-12-09T11:40:31.000Z, Login, User299, Device550
2019-12-09T11:40:43.000Z, Login, User80, Device901
2019-12-09T11:42:07.000Z, Login, User419, Device403
2019-12-09T11:43:26.000Z, Login, User486, Device549
2019-12-09T11:44:15.000Z, Login, User2, Device161
2019-12-09T11:45:24.000Z, Login, User343, Device18
2019-12-09T11:45:46.000Z, Login, User48, Device123
2019-12-09T11:45:52.000Z, Login, User99, Device902
2019-12-09T11:46:20.000Z, Login, User425, Device641
2019-12-09T11:46:50.000Z, Login, User92, Device577
2019-12-09T11:50:52.000Z, Login, User184, Device891
2019-12-09T11:50:58.000Z, Login, User185, Device70
2019-12-09T11:52:05.000Z, Login, User468, Device435
2019-12-09T11:54:01.000Z, Login, User469, Device30
2019-12-09T11:55:13.000Z, Login, User41, Device228
2019-12-09T11:55:19.000Z, Logout, User326, Device305
2019-12-09T11:56:49.000Z, Login, User106, Device804
2019-12-09T11:57:11.000Z, Login, User333, Device630
